Year,Zip_code,County,Lat,Lng,Age_group,Number_of_visits,Age-adjusted-rate,County-fips-code
2009,93286,Tulare,36.421758511000064,-119.10003886199996,Child,50.0,46.75592162,6107
2009,93286,Tulare,36.421758511000064,-119.10003886199996,Child,23.0,66.2886916,6107
2009,93286,Tulare,36.421758511000064,-119.10003886199996,Adults,27.0,39.97357564,6107
2009,93291,Tulare,36.34361793200003,-119.32716967899995,Child,313.0,63.74228312,6107
2009,93291,Tulare,36.34361793200003,-119.32716967899995,Child,126.0,80.0881117,6107
2009,93291,Tulare,36.34361793200003,-119.32716967899995,Adults,187.0,58.06653588,6107
2009,93292,Tulare,36.33209932300008,-119.26084751499997,Child,189.0,47.63260813,6107
2009,93292,Tulare,36.33209932300008,-119.26084751499997,Child,63.0,56.20044429,6107
2009,93292,Tulare,36.33209932300008,-119.26084751499997,Adults,126.0,44.65760616,6107
2009,93301,Kern,35.383293507000076,-119.01863952899998,Child,154.0,109.2009268,6029
2009,93301,Kern,35.383293507000076,-119.01863952899998,Child,62.0,144.248537,6029
2009,93301,Kern,35.383293507000076,-119.01863952899998,Adults,92.0,97.03137671,6029
2009,93304,Kern,35.34269377500004,-119.02330606399994,Child,433.0,80.5718743,6029
2009,93304,Kern,35.34269377500004,-119.02330606399994,Child,212.0,127.3390477,6029
2009,93304,Kern,35.34269377500004,-119.02330606399994,Adults,221.0,64.33295068,6029
2009,93305,Kern,35.38850316800006,-118.98440957499997,Child,317.0,79.19916789,6029
2009,93305,Kern,35.38850316800006,-118.98440957499997,Child,143.0,102.7637582,6029
2009,93305,Kern,35.38850316800006,-118.98440957499997,Adults,174.0,71.01685643,6029
2009,93306,Kern,35.39005433500006,-118.92959733099997,Child,325.0,50.87652333,6029
2009,93306,Kern,35.39005433500006,-118.92959733099997,Child,164.0,87.82925315,6029
2009,93306,Kern,35.39005433500006,-118.92959733099997,Adults,161.0,38.04546015,6029
2009,93307,Kern,35.32355402600007,-118.98145931599998,Child,517.0,62.29250275,6029
2009,93307,Kern,35.32355402600007,-118.98145931599998,Child,273.0,100.0496897,6029
2009,93307,Kern,35.32355402600007,-118.98145931599998,Adults,244.0,49.1821087,6029
2009,93308,Kern,35.41963078800006,-119.04312797999995,Child,295.0,54.39545033,6029
2009,93308,Kern,35.41963078800006,-119.04312797999995,Child,121.0,86.8610894,6029
2009,93308,Kern,35.41963078800006,-119.04312797999995,Adults,174.0,43.12243568,6029
2009,93309,Kern,35.34104267300006,-119.062897755,Child,374.0,59.90267338,6029
2009,93309,Kern,35.34104267300006,-119.062897755,Child,157.0,94.45521741,6029
2009,93309,Kern,35.34104267300006,-119.062897755,Adults,217.0,47.90502453,6029
2009,93311,Kern,35.31986077200003,-119.11625876699998,Child,126.0,35.18902173,6029
2009,93311,Kern,35.31986077200003,-119.11625876699998,Child,58.0,59.48640542,6029
2009,93311,Kern,35.31986077200003,-119.11625876699998,Adults,68.0,26.75226313,6029
2009,93312,Kern,35.392782999000076,-119.11949579599997,Child,175.0,30.35179851,6029
2009,93312,Kern,35.392782999000076,-119.11949579599997,Child,81.0,43.70460655,6029
2009,93312,Kern,35.392782999000076,-119.11949579599997,Adults,94.0,25.71531512,6029
2009,93313,Kern,35.28880267200003,-119.05587622599995,Child,172.0,43.90456239,6029
2009,93313,Kern,35.28880267200003,-119.05587622599995,Child,112.0,94.67874096,6029
2009,93313,Kern,35.28880267200003,-119.05587622599995,Adults,60.0,26.27428994,6029
2009,93314,Kern,35.37991309300003,-119.17497717099997,Child,47.0,26.44997823,6029
2009,93314,Kern,35.37991309300003,-119.17497717099997,Child,27.0,47.78985425,6029
2009,93314,Kern,35.37991309300003,-119.17497717099997,Adults,20.0,19.04015226,6029
2009,93401,San luis obispo,35.264023106000025,-120.65542916999999,Child,80.0,32.55473689,6079
2009,93401,San luis obispo,35.264023106000025,-120.65542916999999,Child,19.0,46.74230091,6079
2009,93401,San luis obispo,35.264023106000025,-120.65542916999999,Adults,61.0,27.62840181,6079
2009,93402,San luis obispo,35.31492050000003,-120.83213619899999,Child,40.0,35.13119521,6079
2009,93402,San luis obispo,35.31492050000003,-120.83213619899999,Child,16.0,72.73863487,6079
2009,93402,San luis obispo,35.31492050000003,-120.83213619899999,Adults,24.0,22.07279764,6079
2009,93405,San luis obispo,35.29096214000003,-120.68141664799998,Child,42.0,14.34517147,6079
2009,93405,San luis obispo,35.29096214000003,-120.68141664799998,Child,0.0,0.0,6079
2009,93405,San luis obispo,35.29096214000003,-120.68141664799998,Adults,35.0,10.75976694,6079
2009,93420,San luis obispo,35.11453319200007,-120.57569831899997,Child,76.0,31.35988041,6079
2009,93420,San luis obispo,35.11453319200007,-120.57569831899997,Child,22.0,37.53395969,6079
2009,93420,San luis obispo,35.11453319200007,-120.57569831899997,Adults,54.0,29.21606042,6079
2009,93422,San luis obispo,35.48100399000003,-120.67152741599995,Child,98.0,32.40324819,6079
2009,93422,San luis obispo,35.48100399000003,-120.67152741599995,Child,22.0,32.60540693,6079
2009,93422,San luis obispo,35.48100399000003,-120.67152741599995,Adults,76.0,32.33305285,6079
2009,93428,San luis obispo,35.55662881100005,-121.08532835999995,Child,15.0,25.07190722,6079
2009,93428,San luis obispo,35.55662881100005,-121.08532835999995,Child,0.0,0.0,6079
2009,93428,San luis obispo,35.55662881100005,-121.08532835999995,Adults,12.0,21.64135401,6079
2009,93433,San luis obispo,35.12041198400004,-120.61855745399998,Child,45.0,35.54752194,6079
2009,93433,San luis obispo,35.12041198400004,-120.61855745399998,Child,20.0,65.03531402,6079
2009,93433,San luis obispo,35.12041198400004,-120.61855745399998,Adults,25.0,25.30850248,6079
2009,93434,Santa barbara,34.96487382200007,-120.57449909799999,Child,33.0,45.28799459,6083
2009,93434,Santa barbara,34.96487382200007,-120.57449909799999,Child,15.0,67.30688993,6083
2009,93434,Santa barbara,34.96487382200007,-120.57449909799999,Adults,18.0,37.64239338,6083
2009,93436,Santa barbara,34.65430151900006,-120.45574575299997,Child,272.0,49.10175974,6083
2009,93436,Santa barbara,34.65430151900006,-120.45574575299997,Child,119.0,84.12046523,6083
2009,93436,Santa barbara,34.65430151900006,-120.45574575299997,Adults,153.0,36.94224603,6083
2009,93437,Santa barbara,34.74154053900003,-120.53704949599995,Child,14.0,37.79288892,6083
2009,93437,Santa barbara,34.74154053900003,-120.53704949599995,Child,0.0,0.0,6083
2009,93437,Santa barbara,34.74154053900003,-120.53704949599995,Adults,0.0,0.0,6083
2009,93442,San luis obispo,35.37802301500005,-120.84882970999996,Child,26.0,29.54214864,6079
2009,93442,San luis obispo,35.37802301500005,-120.84882970999996,Child,0.0,0.0,6079
2009,93442,San luis obispo,35.37802301500005,-120.84882970999996,Adults,19.0,22.31424673,6079
2009,93444,San luis obispo,35.03235175800006,-120.49737959499998,Child,44.0,25.86522583,6079
2009,93444,San luis obispo,35.03235175800006,-120.49737959499998,Child,14.0,29.35419578,6079
2009,93444,San luis obispo,35.03235175800006,-120.49737959499998,Adults,30.0,24.65375396,6079
2009,93445,San luis obispo,35.10188053600007,-120.61066692399999,Child,27.0,32.46224664,6079
2009,93445,San luis obispo,35.10188053600007,-120.61066692399999,Child,13.0,57.96906665,6079
2009,93445,San luis obispo,35.10188053600007,-120.61066692399999,Adults,14.0,23.60553651,6079
2009,93446,San luis obispo,35.63084585000007,-120.68618746399994,Child,196.0,45.67635011,6079
2009,93446,San luis obispo,35.63084585000007,-120.68618746399994,Child,53.0,48.48839232,6079
2009,93446,San luis obispo,35.63084585000007,-120.68618746399994,Adults,143.0,44.6999272,6079
2009,93449,San luis obispo,35.145200240000065,-120.64486646199998,Child,21.0,22.79379659,6079
